id,item_count,total_item_price,total_payment_value,total_freight_value,review_score,order_purchase_month,order_purchase_day,order_purchase_dayofweek,order_purchase_hour,order_purchase_time_day,until_shipped_waiting_hours,until_delivered_waiting_hours,total_package_volume,total_package_weight_g,delivery_efficiency,total_delivered_waiting_day,is_shipping_delayed,is_delivered_delayed,geo_distance,customer_state_region_type,seller_state_region_type,review_type,logistics_delay_hours,RFM_type,seller_level,product_type4,product_category6,package_kmeans,price_kmeans
48419,1,0,0,0,5,2,20,2,9,0,1,1,1,0,0,1,1,1,0,3,3,1,0,2,0,3,4,0,3
39103,1,0,0,0,5,2,14,3,11,1,1,1,2,1,1,1,0,0,0,3,3,1,1,2,0,1,3,2,3
41573,1,0,0,0,5,8,12,0,16,1,1,1,2,0,0,1,0,1,0,3,3,1,0,2,0,3,4,2,3
51555,1,0,0,0,5,9,13,3,19,1,1,1,1,1,0,1,0,1,0,2,2,1,0,1,0,3,5,0,3
62808,1,0,0,0,4,6,9,5,22,0,1,1,2,1,0,1,0,1,0,3,3,1,0,1,0,3,4,0,3
31534,1,0,0,0,5,5,11,4,13,1,1,1,1,1,1,1,1,0,0,3,3,1,1,1,0,3,1,0,3
66213,1,0,0,0,4,7,17,2,9,0,1,1,1,0,1,1,0,0,0,3,3,1,1,2,0,1,5,0,3
75961,1,0,0,0,5,8,4,6,21,1,1,1,1,1,1,1,0,0,0,3,3,1,1,2,0,1,6,0,3
85164,1,0,0,0,5,2,11,0,19,1,1,1,1,1,1,1,0,0,0,3,3,1,1,2,0,1,3,0,3
89193,1,0,0,0,5,10,10,1,4,0,1,1,0,0,1,1,0,0,0,3,3,1,1,1,0,1,3,0,3
86879,1,0,0,0,5,6,6,3,14,1,1,1,0,0,1,1,0,0,0,3,3,1,1,2,0,1,3,0,3
65033,1,0,0,0,5,11,28,2,10,1,1,1,0,0,1,1,0,0,0,3,3,1,1,1,1,3,6,0,3
98259,1,0,0,0,5,6,18,0,0,0,1,1,1,1,1,1,0,0,0,3,3,1,1,1,1,1,2,0,3
17078,1,0,0,0,5,3,10,6,10,1,1,1,1,0,1,1,0,0,0,3,3,1,1,2,0,3,6,0,3
17679,1,0,0,0,5,4,13,5,13,1,1,1,1,1,1,1,0,0,0,3,3,1,1,2,1,3,4,0,3
61517,1,0,0,0,4,2,26,0,14,1,1,1,0,0,1,1,0,0,1,3,3,1,1,1,0,3,4,0,3
49687,1,0,0,0,5,4,1,6,0,0,1,1,2,1,1,1,0,0,1,3,3,1,1,1,1,3,4,0,3
68055,1,0,0,0,5,3,23,4,16,1,1,1,0,0,1,1,0,0,1,3,3,1,1,1,0,3,1,0,3
21021,1,0,0,0,5,6,29,5,11,1,1,1,1,0,1,1,0,0,0,3,3,1,1,2,0,3,5,0,3
69064,1,0,0,0,1,3,12,0,15,1,1,1,2,1,1,1,0,0,1,3,3,0,1,1,1,3,4,0,3
45083,1,0,0,0,5,6,21,4,20,1,1,1,1,2,1,1,0,0,0,2,3,1,1,2,1,3,4,0,3
30490,1,0,0,0,5,3,16,4,10,1,1,1,0,1,1,1,0,0,1,3,3,1,1,1,1,3,4,0,3
91588,1,0,0,0,3,11,23,4,18,1,1,1,0,0,1,1,0,0,0,3,3,0,1,1,1,3,4,0,3
46007,1,0,0,0,5,3,22,4,15,1,1,1,0,0,1,1,0,0,0,3,3,1,1,2,1,3,5,0,3
53295,1,0,0,0,4,2,22,3,10,1,1,1,0,0,1,1,0,0,0,3,3,1,1,1,1,4,1,0,3
50517,1,0,0,0,3,3,23,4,1,0,1,1,2,0,1,1,0,0,1,3,3,0,1,1,1,3,4,0,3
74978,1,0,0,0,5,6,20,3,11,1,1,1,0,0,1,1,0,0,0,3,3,1,1,2,0,1,3,0,3
83398,1,0,0,0,5,11,15,3,16,1,1,1,1,0,1,1,0,0,0,3,3,1,1,1,0,3,5,0,3
71626,1,0,0,0,5,8,19,0,9,0,1,1,0,0,1,1,0,0,0,3,3,1,1,2,1,3,5,0,3
94462,1,0,0,1,5,8,7,1,10,1,1,1,0,0,1,1,0,0,2,3,1,1,1,1,0,1,2,0,3
40789,1,0,0,0,5,1,16,2,20,1,1,1,0,0,1,1,0,0,1,3,3,1,1,2,0,1,3,0,3
97510,1,0,0,0,5,6,14,4,12,1,1,1,1,2,0,1,0,1,0,3,3,1,0,2,1,3,4,0,3
82347,1,0,0,1,1,2,28,3,7,0,1,1,1,1,0,1,0,1,0,2,3,0,0,2,1,3,4,0,3
69117,1,0,0,0,5,3,1,4,15,1,1,1,1,0,0,1,0,1,1,2,3,1,0,2,0,1,3,0,3
37518,1,0,0,1,1,4,8,0,18,1,1,1,1,0,0,1,0,1,1,2,3,0,0,2,1,3,4,0,3
52855,1,0,0,1,1,2,12,1,15,1,1,1,2,0,0,1,1,1,0,2,3,0,0,2,1,3,4,0,3
31337,1,0,0,1,5,10,7,6,9,0,1,1,1,1,0,1,1,1,0,2,3,1,0,1,0,1,5,0,3
35686,1,0,0,0,4,6,25,0,19,1,1,1,2,1,0,1,0,1,1,3,3,1,0,1,0,3,4,0,3
65640,1,0,0,0,5,3,22,4,22,0,1,1,1,1,0,1,1,1,1,3,3,1,0,2,0,3,5,0,3
96953,1,0,0,1,4,7,24,2,12,1,1,1,1,1,0,1,1,1,0,3,2,1,0,2,0,3,4,0,3
34737,1,0,0,1,3,7,12,4,11,1,1,1,2,1,0,1,1,1,1,2,3,0,0,2,0,3,5,2,3
49969,1,0,0,1,1,11,28,2,23,0,1,1,1,0,0,1,0,1,1,3,3,0,0,1,1,3,2,0,3
72886,1,0,0,1,1,3,11,0,21,1,1,1,0,0,0,1,0,1,2,3,2,0,0,2,0,3,5,0,3
17721,1,0,0,1,5,5,11,5,16,1,1,1,1,0,1,1,1,0,2,3,3,1,1,2,0,1,3,0,3
79064,1,0,0,0,1,3,8,4,16,1,1,1,2,0,0,1,0,1,1,3,3,0,0,2,1,3,4,0,3
81405,1,0,0,1,5,1,24,3,8,0,1,1,0,0,0,1,0,1,2,2,3,1,0,2,0,3,5,0,3
98227,1,0,0,1,4,9,12,2,19,1,1,1,1,1,1,1,0,0,0,3,2,1,1,1,0,3,5,0,3
24397,1,0,0,0,4,8,8,3,16,1,1,1,1,2,1,1,0,0,0,3,3,1,1,2,0,3,5,0,3
91909,1,0,0,0,5,10,3,2,20,1,1,1,1,0,1,1,0,0,0,3,3,1,1,1,1,3,5,0,3
23937,1,0,0,0,4,4,9,0,22,0,1,1,0,0,1,1,1,0,0,3,3,1,1,1,0,1,1,0,3
48080,1,0,0,0,3,2,8,4,20,1,1,1,0,1,1,1,0,0,0,3,3,0,1,2,1,3,2,0,3
80408,1,0,0,0,5,6,21,4,19,1,1,1,0,0,1,1,0,0,0,3,3,1,1,2,0,3,4,0,3
80192,1,0,0,0,1,11,29,3,18,1,1,1,1,0,1,1,0,0,0,3,3,0,1,1,1,3,2,0,3
47169,1,0,0,1,5,8,4,6,14,1,1,1,1,0,1,1,0,0,1,2,3,1,1,2,0,3,4,0,3
14617,1,0,0,1,5,2,5,1,10,1,1,1,2,1,1,1,1,0,2,2,3,1,1,2,0,3,4,0,3
26476,1,0,0,0,5,9,24,0,9,0,1,1,2,0,1,1,1,0,1,2,3,1,1,1,1,3,4,0,3
62385,1,0,0,0,5,6,24,0,10,1,1,1,2,0,1,1,1,0,1,3,3,1,1,2,1,3,4,0,3
96153,1,0,0,0,4,7,14,5,23,0,1,1,2,0,1,1,0,0,1,3,3,1,1,1,1,3,4,0,3
79477,1,0,0,0,2,2,25,6,14,1,1,1,2,0,1,1,0,0,1,2,3,0,1,1,1,3,4,0,3
88422,1,0,0,0,5,4,18,3,13,1,1,1,2,1,1,1,0,0,0,3,3,1,1,2,1,3,4,0,3
36552,1,0,0,0,4,3,16,5,18,1,1,1,2,0,1,1,0,0,1,3,3,1,1,2,1,3,4,0,3
45167,1,0,0,0,4,6,24,6,20,1,1,1,1,0,1,1,0,0,2,3,3,1,1,1,1,3,4,0,3
33992,1,0,0,0,5,4,4,3,11,1,1,1,0,0,1,1,0,0,1,3,3,1,1,2,1,3,4,0,3
21793,1,0,0,0,5,2,23,4,14,1,1,1,1,1,1,1,0,0,2,2,3,1,1,1,0,3,4,0,3
15233,1,0,0,0,5,1,17,3,20,1,1,1,2,0,1,1,0,0,2,1,3,1,1,2,1,3,4,0,3
53420,1,0,0,1,5,1,11,4,12,1,1,1,1,2,1,1,0,0,2,3,3,1,1,1,1,3,4,0,3
58703,1,0,0,1,5,2,17,6,9,0,1,1,1,1,1,1,0,0,2,3,3,1,1,2,1,3,4,0,3
87859,1,0,0,0,5,8,16,3,18,1,1,1,0,0,1,1,0,0,0,3,2,1,1,1,0,3,5,0,3
26575,1,0,0,1,5,9,17,0,10,1,1,1,1,0,1,1,0,0,2,2,2,1,1,1,0,3,4,0,3
33105,1,0,0,0,5,7,7,6,15,1,1,1,2,0,1,1,0,0,1,3,3,1,1,2,1,3,4,0,3
90232,1,0,0,0,5,8,13,0,20,1,1,1,1,1,1,1,0,0,1,2,3,1,1,1,1,3,5,0,3
28563,1,0,0,0,5,10,30,1,19,1,1,1,0,0,1,1,0,0,2,2,3,1,1,1,0,3,5,0,3
79368,1,0,0,0,4,12,5,2,13,1,1,1,2,0,1,1,0,0,1,3,3,1,1,1,1,3,4,2,3
77422,1,0,0,1,5,11,18,6,0,0,1,1,2,1,1,1,1,0,2,2,3,1,1,1,0,3,4,2,3
78977,1,0,0,0,4,10,11,3,18,1,1,1,2,1,1,1,1,0,1,2,3,1,1,1,1,3,4,0,3
90015,1,0,0,0,5,7,6,4,21,1,1,1,2,1,1,1,0,0,1,3,3,1,1,1,1,3,4,1,3
73436,1,0,0,1,5,10,20,5,11,1,1,1,1,0,1,1,0,0,2,2,3,1,1,1,1,3,4,0,3
32769,1,0,0,0,5,8,9,3,13,1,1,1,1,1,1,1,0,0,0,2,3,1,1,1,0,1,5,0,3
88047,1,0,0,0,4,8,25,5,22,0,1,1,2,0,1,1,0,0,1,3,3,1,1,1,1,3,4,0,3
41590,1,0,0,2,4,7,12,3,23,0,1,1,2,1,1,1,0,0,2,3,3,1,1,1,0,4,1,0,3
95908,1,0,0,1,5,5,14,1,9,0,1,1,1,1,1,1,1,0,2,3,3,1,1,2,0,1,3,0,3
50638,1,0,0,1,5,5,31,3,20,1,1,1,2,1,1,1,0,0,1,2,3,1,1,1,1,3,4,1,3
81424,1,0,0,0,1,1,31,3,22,0,1,1,0,1,1,1,0,0,0,3,3,0,1,2,0,3,4,0,3
90143,1,0,0,0,3,1,25,4,15,1,1,1,0,1,1,1,0,0,0,3,2,0,1,2,0,3,5,0,3
26495,1,0,0,0,3,3,3,6,21,1,1,1,2,0,1,1,0,0,1,3,3,0,1,2,1,3,4,0,3
60192,1,0,0,0,5,3,2,4,20,1,1,1,1,0,1,1,0,0,1,3,2,1,1,1,0,3,5,0,3
25049,1,0,0,0,3,3,5,1,15,1,1,1,2,0,1,1,0,0,1,3,3,0,1,2,1,3,4,0,3
77615,1,0,0,1,4,2,27,2,22,0,1,1,1,1,1,1,0,0,1,3,2,1,1,2,0,3,4,0,3
25010,1,0,0,0,5,4,8,6,21,1,1,1,2,1,1,1,0,0,1,3,3,1,1,1,0,3,4,0,3
41729,1,0,0,1,5,6,12,2,11,1,1,1,1,0,1,1,0,0,2,3,3,1,1,2,0,3,4,0,3
26090,1,0,0,1,5,11,13,1,20,1,1,1,0,1,1,1,0,0,2,1,3,1,1,1,0,3,5,0,3
53383,1,0,0,0,5,5,2,2,17,1,1,1,2,1,1,1,1,0,1,3,3,1,1,1,0,1,4,2,3
91903,1,0,0,0,5,8,17,5,20,1,1,1,1,0,1,1,0,0,1,3,3,1,1,2,0,3,4,0,3
33833,1,0,0,1,5,3,12,0,10,1,1,1,2,0,1,1,0,0,2,3,3,1,1,1,1,3,4,0,3
74453,1,0,0,2,5,5,24,3,0,0,1,1,0,1,1,1,0,0,2,1,2,1,1,1,0,3,5,0,3
89961,1,0,0,1,4,5,17,3,4,0,1,1,2,0,1,1,0,0,2,4,3,1,1,1,1,3,4,0,3
14327,1,0,0,1,5,8,17,5,13,1,1,1,0,0,1,1,0,0,2,3,2,1,1,2,0,3,5,0,3
88965,1,0,0,1,5,6,28,4,23,0,1,1,2,0,1,1,0,0,2,3,3,1,1,2,1,3,4,0,3
87216,1,0,0,0,5,12,8,5,23,0,1,1,1,0,1,1,0,0,0,2,3,1,1,1,1,3,2,0,3
51168,1,0,0,0,5,2,27,2,14,1,1,1,0,1,1,1,0,0,0,3,3,1,1,2,0,3,5,0,3
30967,1,0,0,1,5,3,23,5,9,0,1,1,1,0,1,1,0,0,2,2,3,1,1,2,1,3,2,0,3
84067,1,0,0,1,5,7,17,1,21,1,1,1,2,0,1,1,0,0,2,2,3,1,1,1,1,4,1,0,3
18385,1,0,0,1,4,5,22,2,16,1,1,1,1,1,1,1,0,0,2,2,3,1,1,2,0,2,6,0,3
87694,1,0,0,1,4,4,8,6,5,0,1,1,2,0,1,1,0,0,2,3,3,1,1,1,1,3,4,0,3
75743,1,0,0,0,5,10,16,1,22,0,1,1,1,1,1,1,0,0,1,2,3,1,1,1,0,3,2,0,3
64140,2,0,0,2,5,7,18,2,20,1,1,1,1,1,1,1,0,0,1,3,3,1,1,1,0,1,6,0,3
29221,1,0,0,0,5,3,13,2,14,1,1,1,1,1,1,1,0,0,1,3,3,1,1,2,1,3,4,0,3
91179,1,0,0,0,5,10,4,2,22,0,1,1,0,0,1,1,0,0,2,2,3,1,1,1,0,3,4,0,3
44092,1,0,0,1,5,7,11,2,11,1,1,1,2,0,1,1,0,0,2,2,3,1,1,1,1,3,4,0,3
45591,1,0,0,0,5,5,30,3,14,1,1,1,2,0,1,1,0,0,1,3,3,1,1,2,0,3,4,2,3
28338,1,0,0,1,5,10,4,3,15,1,1,1,2,0,1,1,0,0,0,3,3,1,1,1,1,4,1,0,3
83520,1,0,0,1,5,7,22,0,11,1,1,1,1,0,1,1,0,0,2,1,3,1,1,2,0,3,5,0,3
40872,1,0,0,0,5,1,25,4,7,0,1,1,2,1,1,1,0,0,1,3,3,1,1,2,1,3,4,0,3
89078,1,0,0,1,5,6,24,0,16,1,1,1,1,0,1,1,0,0,1,3,2,1,1,2,0,3,4,0,3
58308,1,0,0,1,5,7,26,4,16,1,1,1,1,0,1,1,0,0,2,3,3,1,1,2,0,3,4,0,3
15548,1,0,0,0,4,6,8,4,16,1,1,1,1,0,1,1,0,0,0,2,3,1,1,1,0,3,5,0,3
96659,1,0,0,1,5,3,1,4,4,0,1,1,1,0,1,1,0,0,0,2,3,1,1,2,1,3,2,0,3
73390,1,0,0,0,5,7,6,4,9,0,1,1,1,0,1,1,0,0,1,2,3,1,1,1,0,3,4,0,3
60209,1,0,0,1,5,12,17,0,15,1,1,1,1,0,1,1,0,0,1,2,3,1,1,1,1,3,4,0,3
60261,1,0,0,0,5,11,4,6,18,1,1,1,0,0,1,1,0,0,0,3,3,1,1,1,1,3,4,0,3
15019,1,0,0,1,4,7,31,2,16,1,1,1,2,1,1,1,0,0,2,3,3,1,1,2,0,3,4,0,3
82918,2,0,0,2,4,8,16,3,19,1,1,1,2,1,1,1,0,0,0,3,3,1,1,1,0,3,5,0,3
17348,1,0,0,1,5,12,4,1,0,0,1,1,0,0,1,1,0,0,2,3,3,1,1,1,0,3,5,0,3
68818,1,0,0,1,5,10,9,1,4,0,1,1,2,0,1,1,0,0,1,2,3,1,1,1,1,3,4,0,3
14354,1,0,0,1,5,12,20,3,8,0,1,1,0,0,1,1,0,0,1,3,3,1,1,1,1,3,2,0,3
89385,1,0,0,1,5,4,25,2,11,1,1,1,1,0,1,1,0,0,2,3,3,1,1,1,1,3,4,0,3
23594,1,0,0,1,5,7,3,1,19,1,1,1,1,1,1,1,0,0,1,3,3,1,1,1,1,3,5,0,3
47147,1,0,0,0,5,8,23,4,21,1,1,1,0,1,1,1,0,0,0,3,3,1,1,2,0,3,4,0,3
45619,1,0,0,1,3,6,22,5,16,1,1,1,1,0,1,1,0,0,1,2,3,0,1,2,0,3,5,0,3
25487,1,0,0,0,4,9,29,5,21,1,1,1,2,1,1,1,0,0,0,3,3,1,1,1,1,3,5,2,3
57610,1,0,0,1,5,4,17,2,9,0,1,1,0,0,1,1,0,0,1,3,3,1,1,2,0,3,4,0,3
65272,1,0,0,1,5,7,21,6,22,0,1,1,1,0,1,1,0,0,2,3,3,1,1,2,0,3,4,0,3
58426,1,0,0,1,4,5,7,1,10,1,1,1,0,0,1,1,0,0,2,2,2,1,1,2,0,2,6,0,3
26202,1,0,0,1,5,4,29,0,17,1,1,1,1,0,1,1,0,0,0,2,3,1,1,2,1,3,2,0,3
74271,1,0,0,1,5,3,19,1,12,1,1,1,2,0,1,1,0,0,1,4,3,1,1,2,1,3,4,0,3
94797,1,0,0,1,4,7,7,6,8,0,1,1,1,1,1,1,1,0,2,2,3,1,1,2,0,2,6,0,3
55582,1,0,0,1,5,10,15,0,18,1,1,1,2,0,1,1,0,0,1,2,3,1,1,1,1,3,4,0,3
20099,1,0,0,0,5,9,18,1,18,1,1,1,1,0,1,1,0,0,0,2,1,1,1,1,0,4,1,0,3
19298,1,0,0,1,5,6,23,6,20,1,1,1,0,0,1,1,0,0,2,2,3,1,1,2,0,3,4,0,3
65271,1,0,0,0,5,10,15,0,23,0,1,1,2,0,1,1,1,0,1,3,3,1,1,1,1,3,4,0,3
65437,1,0,0,1,5,7,30,0,14,1,1,1,0,0,1,1,0,0,2,2,2,1,1,1,0,2,2,0,3
72965,1,0,0,0,5,4,2,0,18,1,1,1,2,0,1,1,0,0,2,3,2,1,1,1,1,3,2,0,3
80016,1,0,0,1,5,6,23,6,11,1,1,1,1,0,1,1,0,0,2,3,3,1,1,2,1,3,2,0,3
15516,1,0,0,1,0,2,15,4,21,1,1,1,1,0,1,1,1,0,2,1,3,0,1,2,1,3,2,0,3
50632,1,0,0,0,5,1,9,2,6,0,1,1,0,0,1,1,0,0,2,1,3,1,1,2,1,3,2,0,3
82132,1,0,0,0,5,11,28,2,9,0,1,1,1,0,1,1,0,0,1,3,3,1,1,1,1,3,2,0,3
64824,1,0,0,1,5,6,3,6,10,1,1,1,2,0,1,1,0,0,2,3,3,1,1,1,1,3,4,0,3
59332,1,0,0,1,5,5,15,1,22,0,1,1,1,1,1,1,0,0,1,2,3,1,1,1,1,1,2,0,3
52404,1,0,0,1,4,7,19,4,12,1,1,1,2,0,1,1,0,0,1,3,3,1,1,2,1,3,4,0,3
33367,1,0,0,0,4,4,3,1,20,1,1,1,2,0,1,1,0,0,2,3,2,1,1,1,1,3,2,0,3
79736,1,0,0,1,5,8,2,3,9,0,1,1,1,0,1,1,0,0,2,3,3,1,1,1,1,3,5,0,3
48387,1,0,0,0,4,8,14,2,18,1,1,1,0,0,1,1,0,0,0,2,2,1,1,2,0,3,4,0,3
77111,1,0,0,0,5,5,22,1,18,1,1,1,1,1,1,1,0,0,0,3,3,1,1,1,0,1,5,0,3
38756,1,0,0,0,5,6,25,1,15,1,1,1,1,0,1,1,0,0,1,3,3,1,1,2,1,3,2,0,3
20025,1,0,0,1,5,9,22,5,11,1,1,1,1,1,1,1,0,0,0,2,3,1,1,1,0,3,5,0,3
98994,1,0,0,0,2,11,20,1,19,1,1,1,0,0,1,1,0,0,0,3,3,0,1,1,1,4,1,0,3
74943,1,0,0,0,5,11,24,5,22,0,1,1,1,1,0,1,1,1,0,3,3,1,0,1,1,3,4,0,3
91188,1,0,0,0,5,6,8,5,17,1,1,1,0,1,0,1,0,1,0,3,3,1,0,2,0,1,5,0,3
51076,1,0,0,0,5,5,29,2,16,1,1,1,1,1,1,1,0,0,0,3,3,1,1,2,1,3,4,0,3
21270,1,0,0,0,5,9,14,4,15,1,1,1,1,2,1,1,0,0,0,3,3,1,1,1,1,3,4,0,3
44685,1,0,0,0,5,6,7,4,13,1,1,1,0,0,1,1,0,0,0,3,3,1,1,2,1,4,1,0,3
90249,1,0,0,0,5,4,1,0,13,1,1,1,1,1,1,1,0,0,0,3,3,1,1,2,0,3,6,0,3
24864,1,0,0,0,5,3,21,2,14,1,1,1,0,0,1,1,0,0,0,3,3,1,1,1,1,3,5,0,3
48569,1,0,0,0,5,1,16,2,17,1,1,1,1,1,1,1,0,0,0,3,3,1,1,2,1,1,5,0,3
75669,1,0,0,0,5,3,23,5,16,1,1,1,0,1,1,1,0,0,0,3,3,1,1,2,0,3,5,0,3
76275,1,0,0,0,1,10,10,1,12,1,1,1,1,0,1,1,0,0,0,3,3,0,1,1,0,3,2,0,3
36466,1,0,0,0,4,12,6,3,16,1,1,1,2,1,1,1,0,0,0,3,3,1,1,1,0,4,1,0,3
93721,1,0,0,0,5,1,10,3,13,1,1,1,2,2,1,1,0,0,0,3,3,1,1,2,1,4,1,0,3
72129,1,0,0,0,0,7,21,6,10,1,1,1,1,2,1,1,0,0,0,3,3,0,1,2,0,3,2,0,3
61645,1,0,0,0,5,1,16,2,18,1,1,1,2,2,1,1,0,0,0,3,3,1,1,2,1,4,1,0,3
98731,1,0,0,0,3,1,12,5,17,1,1,1,2,2,1,1,0,0,0,3,3,0,1,2,1,4,1,0,3
28694,1,0,0,0,5,7,23,0,20,1,1,1,0,0,1,1,0,0,0,3,3,1,1,1,1,4,1,0,3
41885,1,0,0,0,4,11,24,5,17,1,1,1,0,0,1,1,0,0,1,3,3,1,1,1,1,4,1,0,3
62963,1,0,0,0,5,5,8,1,9,0,1,1,1,1,1,1,0,0,1,3,3,1,1,1,1,3,4,0,3
76712,1,0,0,0,5,8,16,3,16,1,1,1,1,1,1,1,0,0,1,3,3,1,1,1,0,3,2,0,3
32739,1,0,0,0,5,8,16,3,15,1,1,1,1,0,1,1,0,0,0,3,3,1,1,1,0,3,5,0,3
63974,1,0,0,0,3,5,3,4,15,1,1,1,2,0,1,1,0,0,1,3,3,0,1,2,0,3,4,0,3
97365,1,0,0,0,5,6,28,3,16,1,1,1,1,1,1,1,0,0,1,3,3,1,1,1,1,3,4,0,3
48731,1,0,0,2,1,12,4,1,10,1,1,1,0,0,0,1,0,1,2,1,3,0,0,1,1,3,2,0,3
74859,1,0,0,2,1,6,19,1,15,1,1,1,0,0,1,1,0,0,2,2,3,0,1,1,0,1,2,0,3
62215,1,0,0,1,5,8,1,3,12,1,1,1,0,0,1,1,0,0,2,2,3,1,1,4,1,3,6,0,3
43872,1,0,0,0,4,8,16,3,0,0,1,1,0,0,1,1,0,0,1,3,3,1,1,1,1,4,1,0,3
68241,1,0,0,1,5,12,20,3,13,1,1,1,0,0,1,1,0,0,2,2,3,1,1,1,0,3,6,0,3
27655,1,0,0,0,5,8,6,1,11,1,1,1,0,0,0,1,0,0,0,1,1,1,0,2,0,1,2,0,3
97858,1,0,0,0,1,1,31,3,9,0,1,1,0,0,0,1,1,1,0,3,3,0,0,2,0,3,2,0,3
66882,1,2,2,0,5,11,15,3,0,0,1,1,0,0,1,1,0,0,0,3,3,1,1,3,1,4,1,0,0
66333,1,1,1,0,5,5,3,4,15,1,1,1,0,0,1,1,0,0,0,3,3,1,1,2,0,3,2,0,3
44285,1,2,2,0,5,11,1,3,12,1,1,1,0,0,1,1,0,0,0,3,3,1,1,1,1,4,1,0,3
76428,1,1,1,0,4,9,13,3,15,1,1,1,0,0,1,1,0,0,0,3,3,1,1,1,0,3,5,0,3
84466,1,0,0,0,5,2,24,6,22,0,1,1,0,0,1,1,1,0,0,3,3,1,1,2,1,3,2,0,3
34219,1,0,0,0,5,2,27,2,23,0,1,1,0,0,1,1,0,0,0,3,3,1,1,2,0,3,4,0,3
55014,1,1,0,0,5,10,11,3,14,1,1,1,0,0,1,1,0,0,0,3,3,1,1,1,0,3,1,0,3
80137,1,0,0,0,5,3,17,6,21,1,1,1,0,0,1,1,0,0,0,3,3,1,1,2,1,4,1,0,3
73336,1,0,0,0,5,4,5,4,17,1,1,1,0,0,1,1,0,0,0,3,3,1,1,2,0,3,6,0,3
98783,1,0,0,0,5,4,29,6,16,1,1,1,0,0,1,1,0,0,1,3,3,1,1,1,1,4,1,0,3
13153,1,0,0,0,1,4,30,0,19,1,1,1,0,0,1,1,0,0,1,3,3,0,1,1,1,4,1,0,3
42274,1,2,1,0,4,6,23,6,15,1,1,1,0,0,1,1,0,0,1,3,3,1,1,2,0,3,4,0,3
76661,1,0,0,1,1,7,19,3,16,1,1,1,0,0,0,1,0,1,2,2,3,0,0,1,0,3,1,0,3
51388,1,2,2,2,1,11,23,4,11,1,1,1,0,0,0,1,0,1,2,2,3,0,0,3,0,3,1,0,2
75759,1,0,0,1,1,2,25,0,14,1,1,1,0,0,0,1,0,1,1,3,3,0,0,2,1,3,1,0,3
63228,1,2,2,2,1,2,24,6,23,0,1,1,0,0,0,1,0,1,2,1,3,0,0,4,1,4,1,0,3
29976,1,2,2,1,1,3,5,1,13,1,1,1,0,0,0,1,0,1,2,1,3,0,0,4,0,3,5,0,3
44152,1,0,0,0,1,2,21,3,22,0,1,1,0,0,0,1,0,1,1,3,3,0,0,1,0,3,2,0,3
59442,1,2,2,1,4,5,20,0,15,1,1,1,0,0,1,1,0,0,2,1,3,1,1,4,0,3,6,0,3
29477,1,0,0,1,5,3,4,0,17,1,1,1,0,0,1,1,1,0,1,2,3,1,1,2,1,3,2,0,3
16420,1,0,0,0,5,11,29,3,22,0,1,1,0,0,1,1,0,0,1,3,3,1,1,1,0,3,1,0,3
19405,1,1,1,1,5,11,26,0,12,1,1,1,0,0,1,1,0,0,2,2,3,1,1,1,0,3,1,0,3
31315,1,0,0,0,5,7,14,5,23,0,1,1,0,0,1,1,0,0,0,2,3,1,1,1,1,3,1,0,3
74059,1,0,0,1,4,5,18,5,10,1,1,1,0,0,1,1,0,0,2,2,1,1,1,2,0,1,2,0,3
97767,1,2,1,0,4,9,6,3,18,1,1,1,0,0,1,1,0,0,2,3,2,1,1,1,0,3,1,0,3
56800,1,2,1,1,5,7,2,1,18,1,1,1,0,0,1,1,0,0,2,3,3,1,1,2,0,3,4,0,3
72085,1,2,2,1,5,9,30,6,12,1,1,1,0,0,1,1,0,0,2,4,3,1,1,3,0,3,5,0,0
85492,1,0,0,0,1,8,27,0,16,1,1,1,0,0,1,1,0,0,1,2,3,0,1,1,0,3,2,0,3
17764,1,0,0,1,5,2,7,3,8,0,1,1,0,0,1,1,0,0,1,2,3,1,1,2,1,3,1,0,3
86845,1,1,1,1,5,9,17,0,22,0,1,1,0,0,1,1,0,0,2,2,3,1,1,1,1,3,1,0,3
22724,1,0,0,0,5,1,15,1,18,1,1,1,0,0,1,1,0,0,2,2,3,1,1,2,1,3,2,0,3
68366,1,1,1,1,5,5,7,0,18,1,1,1,0,0,1,1,0,0,0,2,3,1,1,1,0,3,5,0,3
99380,1,0,0,0,1,5,17,3,15,1,1,1,0,0,1,1,0,0,1,3,3,0,1,1,0,2,2,0,3
78410,1,0,0,0,5,2,20,2,20,1,1,1,0,0,1,1,0,0,0,3,3,1,1,2,1,3,1,0,3
88375,1,1,1,1,5,9,6,3,10,1,1,1,0,0,1,1,0,0,1,2,3,1,1,1,0,3,2,0,3
44084,1,2,2,1,5,8,24,5,17,1,1,1,0,0,1,1,0,0,1,2,3,1,1,4,1,4,1,0,0
59450,1,2,2,1,5,4,26,4,17,1,1,1,0,0,1,1,0,0,2,4,3,1,1,4,1,4,1,0,3
63146,1,2,2,2,5,9,7,4,14,1,1,1,0,0,1,1,0,0,2,4,3,1,1,3,1,4,1,0,3
17816,1,0,0,0,5,7,2,1,16,1,1,1,0,0,1,1,0,0,1,3,3,1,1,2,0,3,6,0,3
37693,1,2,2,1,5,7,10,1,22,0,1,1,0,0,1,1,0,0,2,2,3,1,1,3,0,3,5,0,0
